person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
30,34000,RENT,14.0,HOMEIMPROVEMENT,D,10000,14.54,1,0.29,Y,6
32,68800,MORTGAGE,13.0,EDUCATION,A,4800,,0,0.07,N,6
33,34000,RENT,7.0,DEBTCONSOLIDATION,C,10000,14.22,0,0.29,N,9
28,68804,MORTGAGE,1.0,EDUCATION,A,22000,6.99,0,0.32,N,6
27,68808,MORTGAGE,2.0,VENTURE,C,20000,,0,0.29,Y,6
28,34000,RENT,4.0,PERSONAL,D,10000,14.74,0,0.29,N,9
27,29000,RENT,2.0,PERSONAL,B,10000,12.69,1,0.34,N,10
28,35000,RENT,4.0,PERSONAL,D,10000,16.77,0,0.29,Y,8
28,35000,RENT,12.0,PERSONAL,D,10000,16.29,0,0.29,N,5
27,35000,RENT,11.0,VENTURE,A,10000,8.49,0,0.29,N,6
28,69000,MORTGAGE,9.0,MEDICAL,B,4000,9.91,0,0.06,N,6
33,29000,RENT,0.0,VENTURE,C,10000,13.06,1,0.34,Y,9
30,35000,RENT,6.0,PERSONAL,A,10000,5.79,0,0.29,N,9
33,69000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4000,5.99,0,0.06,N,7
27,35000,RENT,3.0,MEDICAL,B,10000,9.88,0,0.29,N,8
30,69000,MORTGAGE,13.0,VENTURE,B,10000,9.99,0,0.14,N,9
33,35000,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.48,0,0.29,Y,10
27,35000,RENT,5.0,VENTURE,C,10000,13.48,0,0.29,N,10
33,69000,MORTGAGE,17.0,EDUCATION,B,7200,10.74,0,0.1,N,7
28,35000,RENT,5.0,MEDICAL,D,10000,14.61,0,0.29,N,7
28,63000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,9000,13.72,1,0.14,Y,9
33,69000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.29,N,6
29,69000,OWN,11.0,PERSONAL,B,6000,11.12,0,0.09,N,5
30,35000,RENT,5.0,MEDICAL,B,10000,12.21,0,0.29,N,6
29,69000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.2,N,5
28,69000,OWN,11.0,HOMEIMPROVEMENT,B,6000,11.86,0,0.09,N,9
31,29000,RENT,0.0,DEBTCONSOLIDATION,E,10000,13.75,1,0.34,N,8
34,29004,RENT,9.0,EDUCATION,B,10000,11.83,1,0.34,N,5
27,29238,RENT,8.0,HOMEIMPROVEMENT,C,10000,12.99,1,0.34,N,6
29,69000,MORTGAGE,13.0,MEDICAL,B,15000,10.62,0,0.22,N,6
31,29400,RENT,2.0,MEDICAL,D,10000,13.87,1,0.34,N,6
28,69000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.14,N,8
34,63000,OWN,5.0,VENTURE,G,20500,20.9,1,0.33,Y,8
34,35665,RENT,2.0,PERSONAL,B,10000,10.08,0,0.28,N,6
28,69000,MORTGAGE,2.0,EDUCATION,A,10000,8.94,0,0.14,N,8
29,36000,RENT,5.0,PERSONAL,C,10000,,0,0.28,Y,6
28,63000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,11200,14.42,1,0.18,Y,7
31,36000,RENT,3.0,PERSONAL,B,10000,10.65,0,0.28,N,5
29,69000,MORTGAGE,6.0,PERSONAL,D,18000,12.61,0,0.26,N,9
32,36000,RENT,,VENTURE,B,10000,11.99,0,0.28,N,9
28,36000,RENT,0.0,DEBTCONSOLIDATION,B,10000,11.11,0,0.28,N,5
27,30000,RENT,4.0,EDUCATION,B,10000,10.74,1,0.33,N,10
34,69500,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,,0,0.22,N,6
27,69500,MORTGAGE,11.0,MEDICAL,A,14750,7.49,0,0.21,N,9
27,30000,RENT,1.0,HOMEIMPROVEMENT,D,10000,,1,0.33,Y,6
27,36000,RENT,3.0,PERSONAL,E,10000,17.19,0,0.28,Y,7
27,69592,MORTGAGE,4.0,MEDICAL,B,6500,10.74,0,0.09,N,10
35,63600,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4800,12.42,1,0.08,N,6
33,69600,MORTGAGE,17.0,PERSONAL,B,16000,11.99,0,0.23,N,8
28,36000,RENT,13.0,MEDICAL,A,10000,8.59,0,0.28,N,9
27,69638,MORTGAGE,5.0,EDUCATION,B,16725,10.74,0,0.24,N,9
27,69830,OWN,3.0,EDUCATION,E,15000,16.45,0,0.21,Y,5
32,69900,MORTGAGE,16.0,PERSONAL,B,18000,11.49,0,0.26,N,8
31,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,14.42,1,0.33,N,9
28,69900,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.17,N,10
33,69930,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6300,7.14,0,0.09,N,10
27,69936,MORTGAGE,11.0,DEBTCONSOLIDATION,A,8000,7.66,0,0.11,N,10
27,69960,MORTGAGE,3.0,PERSONAL,A,10000,,0,0.14,N,9
33,69996,MORTGAGE,11.0,MEDICAL,B,3200,9.99,0,0.05,N,8
30,36996,RENT,5.0,EDUCATION,A,10000,8.9,0,0.27,N,6
30,37000,RENT,2.0,VENTURE,A,10000,7.88,0,0.27,N,6
29,37000,RENT,1.0,MEDICAL,C,10000,12.53,0,0.27,N,5
29,69996,MORTGAGE,11.0,EDUCATION,A,3400,6.39,0,0.05,N,6
27,69996,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6000,10.75,0,0.09,N,10
32,37965,RENT,3.0,PERSONAL,A,10000,9.63,0,0.26,N,6
30,69996,OWN,14.0,VENTURE,C,6000,14.26,0,0.09,N,8
28,69996,MORTGAGE,1.0,HOMEIMPROVEMENT,B,7200,11.83,0,0.1,N,10
28,38000,RENT,0.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.26,N,7
30,69996,MORTGAGE,14.0,PERSONAL,B,11250,12.21,0,0.16,N,10
33,64000,MORTGAGE,8.0,VENTURE,C,12000,,1,0.19,N,9
27,38000,RENT,0.0,VENTURE,B,10000,9.76,0,0.26,N,5
35,38004,RENT,4.0,MEDICAL,B,10000,9.99,0,0.26,N,7
28,38004,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.26,N,7
31,70000,MORTGAGE,9.0,MEDICAL,A,18000,8.9,0,0.26,N,10
30,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,,0,0.14,N,7
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,18000,,0,0.26,N,7
27,38400,RENT,5.0,MEDICAL,C,10000,15.23,0,0.26,Y,7
34,38400,RENT,3.0,MEDICAL,A,10000,7.49,0,0.26,N,6
27,70000,MORTGAGE,11.0,PERSONAL,C,3000,,0,0.04,Y,8
27,70000,MORTGAGE,9.0,EDUCATION,A,16000,7.9,0,0.23,N,7
31,70000,MORTGAGE,0.0,MEDICAL,A,3000,8.9,0,0.04,N,8
32,38400,RENT,1.0,VENTURE,B,10000,10.39,0,0.26,N,10
30,70000,MORTGAGE,4.0,MEDICAL,B,10200,12.42,0,0.15,N,6
30,70000,MORTGAGE,9.0,MEDICAL,A,7000,8.9,0,0.1,N,9
28,70000,OWN,6.0,VENTURE,D,14000,16.29,0,0.2,Y,8
28,70000,MORTGAGE,7.0,EDUCATION,C,15000,14.65,0,0.21,N,10
35,39000,RENT,2.0,MEDICAL,B,10000,10.25,0,0.26,N,5
28,70000,MORTGAGE,7.0,EDUCATION,A,8000,6.62,0,0.11,N,5
34,70000,MORTGAGE,6.0,EDUCATION,E,22000,19.91,0,0.31,Y,8
34,39312,RENT,5.0,PERSONAL,D,10000,15.7,0,0.25,N,7
32,70000,MORTGAGE,8.0,PERSONAL,C,1800,14.65,0,0.03,Y,6
27,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5200,7.51,0,0.07,N,10
30,70000,MORTGAGE,5.0,MEDICAL,B,31825,12.69,0,0.45,N,8
27,39996,RENT,3.0,PERSONAL,D,10000,15.37,0,0.25,Y,8
29,70000,MORTGAGE,11.0,EDUCATION,C,6000,14.27,0,0.09,Y,7
27,40000,RENT,4.0,VENTURE,D,10000,,0,0.25,N,7
35,70000,MORTGAGE,0.0,MEDICAL,B,12000,11.71,0,0.17,N,10
27,70000,MORTGAGE,8.0,VENTURE,B,12000,9.91,0,0.17,N,6
27,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5500,13.49,0,0.08,Y,10
31,70000,MORTGAGE,11.0,VENTURE,A,4500,7.9,0,0.06,N,8
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800,,0,0.18,N,7
28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,11.71,0,0.07,N,8
28,40000,RENT,0.0,EDUCATION,B,10000,12.42,0,0.25,N,5
30,70000,MORTGAGE,14.0,EDUCATION,B,8000,9.91,0,0.11,N,5
30,40000,RENT,11.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.25,N,5
28,70000,MORTGAGE,2.0,VENTURE,A,5600,6.62,0,0.08,N,5
27,34000,RENT,3.0,MEDICAL,D,10000,16.77,1,0.29,N,7
34,70000,MORTGAGE,5.0,VENTURE,C,4600,14.79,0,0.07,N,7
29,70000,OWN,13.0,PERSONAL,D,25000,15.62,0,0.36,Y,9
27,34000,RENT,3.0,VENTURE,C,10000,13.49,1,0.29,N,10
33,70000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3700,5.99,0,0.05,N,6
27,70000,MORTGAGE,11.0,PERSONAL,A,5600,5.42,0,0.08,N,7
28,70000,MORTGAGE,,DEBTCONSOLIDATION,A,24000,5.99,0,0.34,N,5
33,70000,OWN,17.0,VENTURE,A,24000,7.49,0,0.34,N,6
29,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.06,N,9
35,70000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.29,N,10
30,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,10000,16.89,0,0.14,Y,5
27,54400,MORTGAGE,11.0,MEDICAL,D,3000,,1,0.05,Y,5
27,70000,MORTGAGE,11.0,PERSONAL,A,3000,5.42,0,0.04,N,7
32,70000,OWN,12.0,VENTURE,A,3000,7.49,0,0.04,N,5
33,34000,RENT,4.0,MEDICAL,D,10000,15.33,1,0.29,Y,8
34,70000,OWN,0.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.14,N,9
27,40000,RENT,4.0,PERSONAL,D,10000,,0,0.25,Y,6
27,40000,RENT,10.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.25,N,5
29,70000,MORTGAGE,13.0,MEDICAL,A,10000,6.99,0,0.14,N,5
29,34000,RENT,0.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.29,N,6
32,70000,MORTGAGE,7.0,PERSONAL,A,6000,5.42,0,0.09,N,6
27,34000,RENT,0.0,PERSONAL,D,10000,15.37,1,0.29,Y,5
28,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,8.49,0,0.11,N,9
28,54400,MORTGAGE,12.0,MEDICAL,C,18000,12.99,1,0.28,Y,8
31,70000,MORTGAGE,9.0,MEDICAL,A,6000,7.49,0,0.09,N,7
27,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.21,N,8
29,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,11.14,0,0.12,N,10
27,70000,MORTGAGE,0.0,MEDICAL,B,33000,,0,0.47,N,7
29,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,,0,0.29,N,8
31,40000,RENT,2.0,VENTURE,C,10000,11.41,0,0.25,N,5
27,40992,RENT,0.0,MEDICAL,C,10000,14.27,0,0.24,Y,6
32,70000,MORTGAGE,5.0,VENTURE,A,14000,7.49,0,0.2,N,10
28,70000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,5000,6.99,0,0.07,N,7
34,41300,RENT,18.0,EDUCATION,C,10000,13.48,0,0.24,Y,6
27,41500,RENT,0.0,MEDICAL,C,10000,11.09,0,0.24,Y,6
29,70000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,7000,7.66,0,0.1,N,10
29,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,9.63,0,0.04,N,9
27,54400,MORTGAGE,,MEDICAL,D,15000,15.65,1,0.23,Y,9
34,70000,MORTGAGE,5.0,VENTURE,A,6000,,0,0.09,N,6
30,42000,RENT,4.0,MEDICAL,C,10000,16.11,0,0.24,N,9
32,70000,MORTGAGE,3.0,VENTURE,A,4000,5.79,0,0.06,N,5
27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,25000,7.66,0,0.36,N,5
29,70000,MORTGAGE,0.0,EDUCATION,A,8000,,0,0.11,N,9
31,54400,MORTGAGE,1.0,MEDICAL,D,27050,14.54,1,0.42,N,7
30,42000,RENT,4.0,VENTURE,A,10000,,0,0.24,N,9
30,42000,RENT,2.0,MEDICAL,A,10000,,0,0.24,N,7
27,42000,RENT,1.0,EDUCATION,A,10000,,0,0.24,N,8
28,42000,RENT,12.0,EDUCATION,A,10000,9.32,0,0.24,N,9
28,42500,RENT,2.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.24,N,6
27,43000,RENT,11.0,MEDICAL,B,10000,12.42,0,0.23,N,9
34,70000,MORTGAGE,14.0,PERSONAL,E,14000,16.4,0,0.2,N,6
28,70000,OWN,4.0,PERSONAL,D,25000,15.57,0,0.36,N,9
31,70000,MORTGAGE,4.0,MEDICAL,A,12000,6.91,0,0.17,N,7
31,70000,MORTGAGE,3.0,PERSONAL,A,8400,6.91,0,0.12,N,9
27,70000,OWN,2.0,HOMEIMPROVEMENT,B,2250,10.36,0,0.03,N,7
27,70000,MORTGAGE,8.0,MEDICAL,A,1300,5.79,0,0.02,N,9
27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,1000,6.54,0,0.01,N,5
27,43080,RENT,7.0,PERSONAL,C,10000,13.98,0,0.23,N,9
34,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.29,N,5
27,43200,RENT,4.0,EDUCATION,A,10000,7.49,0,0.23,N,10
27,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,8000,14.46,0,0.11,N,7
31,43288,RENT,7.0,MEDICAL,B,10000,10.74,0,0.23,N,5
31,70000,MORTGAGE,5.0,EDUCATION,A,4000,6.54,0,0.06,N,7
33,43337,RENT,17.0,PERSONAL,A,10000,6.92,0,0.23,N,6
29,70000,OWN,13.0,VENTURE,A,13000,6.91,0,0.19,N,8
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10200,6.91,0,0.15,N,8
27,44000,RENT,12.0,MEDICAL,D,10000,16.77,0,0.23,N,9
30,54400,MORTGAGE,3.0,MEDICAL,A,23500,6.91,1,0.37,N,7
33,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,14000,12.61,0,0.2,Y,10
35,44000,RENT,8.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.23,N,6
35,38469,RENT,0.0,HOMEIMPROVEMENT,C,10000,12.23,1,0.26,Y,7
29,45000,RENT,4.0,VENTURE,B,10000,12.42,0,0.22,N,7
32,70000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.13,N,10
30,70000,MORTGAGE,15.0,PERSONAL,A,12250,7.51,0,0.17,N,6
30,45000,RENT,5.0,PERSONAL,A,10000,7.51,0,0.22,N,7
34,45000,RENT,,VENTURE,B,10000,11.71,0,0.22,N,10
31,45000,RENT,4.0,EDUCATION,B,10000,10.65,0,0.22,N,5
28,64000,MORTGAGE,10.0,HOMEIMPROVEMENT,E,6000,16.45,1,0.09,Y,9
28,70000,MORTGAGE,7.0,MEDICAL,A,4000,6.39,0,0.06,N,8
28,45000,RENT,1.0,DEBTCONSOLIDATION,B,10000,9.91,0,0.22,N,6
32,70000,OWN,1.0,MEDICAL,A,14400,7.88,0,0.21,N,10
30,70000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,10000,10.75,0,0.14,N,6
29,45000,RENT,7.0,MEDICAL,B,10000,,0,0.22,N,5
29,70000,MORTGAGE,7.0,MEDICAL,B,4000,11.86,0,0.06,N,5
28,70000,OWN,7.0,VENTURE,B,8000,11.49,0,0.11,N,9
31,70000,MORTGAGE,3.0,PERSONAL,A,8000,7.88,0,0.11,N,5
27,45000,RENT,1.0,EDUCATION,C,10000,,0,0.22,N,9
33,54400,MORTGAGE,2.0,MEDICAL,B,5000,11.86,1,0.08,N,9
35,45000,RENT,2.0,VENTURE,B,10000,10.36,0,0.22,N,5
29,70000,MORTGAGE,1.0,EDUCATION,B,20000,9.88,0,0.29,N,10
28,70000,MORTGAGE,12.0,PERSONAL,A,3000,6.39,0,0.04,N,8
30,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,12.73,0,0.21,Y,6
28,39000,RENT,6.0,MEDICAL,D,10000,14.96,1,0.26,N,6
31,64000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,10.62,1,0.39,N,5
27,45000,RENT,9.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.22,N,5
27,45000,RENT,,MEDICAL,C,10000,14.22,0,0.22,Y,6
35,39000,RENT,2.0,MEDICAL,C,10000,13.16,1,0.26,N,6
30,70000,MORTGAGE,14.0,MEDICAL,A,6000,,0,0.09,N,7
28,54400,MORTGAGE,6.0,MEDICAL,D,5000,16.07,1,0.08,N,8
29,39000,RENT,1.0,HOMEIMPROVEMENT,D,10000,14.11,1,0.26,Y,7
31,70000,MORTGAGE,2.0,MEDICAL,B,4625,10.62,0,0.07,N,6
31,70000,MORTGAGE,16.0,VENTURE,A,14000,7.88,0,0.2,N,10
32,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.14,N,5
35,70000,OWN,6.0,VENTURE,B,17000,9.88,0,0.24,N,6
30,64000,MORTGAGE,,DEBTCONSOLIDATION,B,10000,10.25,1,0.16,N,8
30,45000,RENT,4.0,VENTURE,D,10000,13.36,0,0.22,N,9
27,54400,MORTGAGE,11.0,MEDICAL,D,11000,15.33,1,0.17,Y,10
29,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6500,7.88,0,0.09,N,9
29,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,13.85,0,0.14,N,7
27,45000,RENT,1.0,MEDICAL,B,10000,9.2,0,0.22,N,10
34,52800,RENT,2.0,DEBTCONSOLIDATION,B,4325,10.75,0,0.08,N,5
33,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,13.57,0,0.04,Y,9
31,64000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5100,13.22,1,0.08,N,10
34,10380,RENT,,VENTURE,C,4250,12.68,1,0.41,Y,5
28,35000,RENT,5.0,VENTURE,F,4250,16.96,0,0.12,N,6
34,70000,MORTGAGE,16.0,PERSONAL,A,4000,7.74,0,0.06,N,5
28,10800,RENT,0.0,DEBTCONSOLIDATION,B,4200,11.83,1,0.39,N,5
31,14400,RENT,0.0,DEBTCONSOLIDATION,C,4200,14.17,1,0.29,Y,8
27,70000,MORTGAGE,7.0,VENTURE,D,8000,16.0,0,0.11,N,10
33,70000,MORTGAGE,0.0,PERSONAL,C,5600,13.57,0,0.08,Y,8
28,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,12.18,0,0.29,N,6
30,39600,RENT,4.0,DEBTCONSOLIDATION,F,10000,20.89,1,0.25,Y,10
31,70000,MORTGAGE,11.0,EDUCATION,A,2000,7.4,0,0.03,N,7
29,70000,OTHER,1.0,PERSONAL,B,5000,11.14,0,0.07,N,6
28,70000,MORTGAGE,11.0,VENTURE,E,15000,16.0,0,0.21,N,7
27,64000,MORTGAGE,12.0,EDUCATION,B,6000,,1,0.09,N,6
27,45996,RENT,3.0,VENTURE,C,10000,,0,0.22,Y,5
32,46000,RENT,16.0,PERSONAL,B,10000,10.59,0,0.22,N,7
35,46000,RENT,3.0,MEDICAL,E,10000,17.14,0,0.22,N,5
31,46000,RENT,0.0,MEDICAL,A,10000,7.51,0,0.22,N,7
29,40000,RENT,1.0,HOMEIMPROVEMENT,C,10000,13.16,1,0.25,N,7
27,46000,RENT,1.0,VENTURE,A,10000,9.32,0,0.22,N,7
27,70000,OWN,0.0,PERSONAL,C,15000,12.84,0,0.21,N,10
28,30000,RENT,6.0,VENTURE,C,4200,15.23,0,0.14,Y,7
34,30000,RENT,5.0,VENTURE,A,4200,5.79,0,0.14,N,5
33,70000,MORTGAGE,3.0,VENTURE,C,20000,12.84,0,0.29,Y,7
27,30000,RENT,2.0,VENTURE,B,4200,12.53,0,0.14,N,10
35,30996,RENT,18.0,EDUCATION,C,4200,14.79,0,0.14,Y,6
28,64000,OTHER,11.0,PERSONAL,A,15000,9.63,1,0.23,N,10
31,31500,RENT,2.0,MEDICAL,B,4200,9.99,0,0.13,N,7
27,32000,RENT,3.0,MEDICAL,A,4200,8.0,0,0.13,N,10
28,33600,RENT,12.0,EDUCATION,B,4200,10.0,0,0.13,N,5
27,35000,RENT,3.0,PERSONAL,A,4200,,0,0.12,N,5
30,36000,RENT,2.0,EDUCATION,C,4200,14.27,0,0.12,Y,5
34,64000,MORTGAGE,13.0,PERSONAL,B,24000,10.71,1,0.38,N,7
28,70000,MORTGAGE,0.0,VENTURE,B,5275,,0,0.08,N,5
28,70000,MORTGAGE,0.0,EDUCATION,A,5000,7.43,0,0.07,N,5
29,70008,MORTGAGE,8.0,MEDICAL,A,5000,5.99,0,0.07,N,5
30,40000,RENT,0.0,PERSONAL,C,4200,12.68,0,0.1,N,7
33,70116,MORTGAGE,,PERSONAL,B,5000,11.71,0,0.07,N,6
28,40000,RENT,2.0,VENTURE,A,4200,7.51,0,0.1,N,5
32,70197,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4100,7.51,0,0.06,N,6
27,70200,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6000,7.29,0,0.09,N,5
28,70254,OWN,12.0,VENTURE,A,3500,6.62,0,0.05,N,9
28,70356,MORTGAGE,12.0,EDUCATION,B,6000,11.11,0,0.09,N,5
27,70392,MORTGAGE,9.0,VENTURE,B,1500,,0,0.02,N,9
32,70400,MORTGAGE,3.0,PERSONAL,A,13000,7.88,0,0.18,N,9
27,70400,MORTGAGE,6.0,PERSONAL,C,15000,,0,0.21,Y,9
27,43200,RENT,4.0,MEDICAL,B,4200,10.74,0,0.1,N,6
32,64500,MORTGAGE,3.0,EDUCATION,C,19400,13.11,1,0.3,Y,10
28,64500,MORTGAGE,1.0,VENTURE,C,4000,13.79,1,0.06,Y,8
27,48000,RENT,4.0,DEBTCONSOLIDATION,B,4200,10.74,0,0.09,N,5
34,70596,MORTGAGE,18.0,DEBTCONSOLIDATION,B,10000,11.26,0,0.14,N,9
33,70632,MORTGAGE,,MEDICAL,B,1500,10.65,0,0.02,N,5
30,48500,RENT,0.0,MEDICAL,B,4200,11.48,0,0.09,N,7
32,52000,RENT,10.0,EDUCATION,A,4200,7.51,0,0.08,N,6
32,52000,RENT,3.0,EDUCATION,C,4200,13.23,0,0.08,Y,10
28,70834,MORTGAGE,4.0,PERSONAL,B,20000,12.21,0,0.28,N,9
35,53000,RENT,2.0,HOMEIMPROVEMENT,B,4200,11.71,0,0.08,N,6
28,70900,MORTGAGE,12.0,EDUCATION,D,25000,15.37,0,0.35,Y,6
28,70920,MORTGAGE,12.0,PERSONAL,A,7600,6.03,0,0.11,N,9
32,53500,RENT,1.0,PERSONAL,C,4200,13.98,0,0.08,Y,10
29,54996,RENT,6.0,PERSONAL,E,4200,15.95,0,0.08,Y,10
29,55044,RENT,6.0,HOMEIMPROVEMENT,C,4200,,0,0.08,Y,9
28,71000,MORTGAGE,4.0,PERSONAL,A,12000,8.49,0,0.17,N,9
30,50650,RENT,5.0,PERSONAL,B,4200,9.91,1,0.08,N,7
33,71000,MORTGAGE,4.0,MEDICAL,B,5300,11.49,0,0.07,N,7
32,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,14000,6.99,0,0.2,N,8
31,60000,RENT,4.0,HOMEIMPROVEMENT,A,4200,8.49,0,0.07,N,10
29,60000,RENT,6.0,MEDICAL,A,4200,8.63,0,0.07,N,10
33,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.14,N,9
33,71000,MORTGAGE,7.0,EDUCATION,C,8000,12.68,0,0.11,Y,10
29,71000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,11000,13.43,0,0.15,Y,6
28,71000,MORTGAGE,1.0,PERSONAL,B,20000,,0,0.28,N,8
27,55512,RENT,11.0,MEDICAL,C,4200,14.26,1,0.08,Y,8
35,61600,RENT,4.0,MEDICAL,A,4200,7.29,0,0.07,N,9
32,65000,RENT,2.0,VENTURE,C,4200,14.79,0,0.06,N,10
29,71000,OWN,13.0,MEDICAL,A,14000,7.14,0,0.2,N,5
33,71000,MORTGAGE,11.0,PERSONAL,C,6000,14.72,0,0.08,Y,7
29,71000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.06,N,9
27,53550,RENT,3.0,MEDICAL,B,4200,11.99,1,0.07,N,8
32,64000,RENT,1.0,EDUCATION,D,4200,,1,0.07,Y,5
27,71000,RENT,9.0,DEBTCONSOLIDATION,B,4200,,0,0.06,N,5
34,70000,RENT,1.0,EDUCATION,D,4200,14.61,1,0.06,N,6
30,85000,RENT,5.0,MEDICAL,A,4200,5.99,0,0.05,N,6
28,71000,MORTGAGE,1.0,VENTURE,B,9800,12.21,0,0.14,N,5
27,93000,RENT,11.0,PERSONAL,A,4200,5.42,0,0.05,N,6
29,25000,RENT,0.0,PERSONAL,B,4125,11.71,0,0.17,N,6
28,71007,MORTGAGE,4.0,EDUCATION,F,25000,18.62,0,0.35,N,7
34,59000,RENT,0.0,EDUCATION,D,4100,14.91,1,0.07,N,10
31,19200,RENT,0.0,MEDICAL,A,4075,8.32,1,0.21,N,6
27,71352,MORTGAGE,3.0,VENTURE,A,9000,6.54,0,0.13,N,6
34,55000,RENT,5.0,EDUCATION,A,4050,,0,0.07,N,9
27,71500,MORTGAGE,2.0,EDUCATION,A,15000,,0,0.21,N,8
29,71500,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6000,9.63,0,0.08,N,10
28,71500,MORTGAGE,13.0,HOMEIMPROVEMENT,B,15000,11.49,0,0.21,N,7
35,71500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,19200,10.99,0,0.27,N,6
28,12000,RENT,0.0,MEDICAL,B,4000,,1,0.33,N,9
27,71700,MORTGAGE,11.0,HOMEIMPROVEMENT,C,9000,13.8,0,0.13,N,5
27,71738,MORTGAGE,4.0,EDUCATION,B,11500,9.63,0,0.16,N,9
31,47000,RENT,5.0,EDUCATION,B,10000,11.99,0,0.21,N,8
28,47200,RENT,3.0,PERSONAL,B,10000,9.99,0,0.21,N,8
31,47500,RENT,2.0,MEDICAL,C,10000,15.96,0,0.21,N,10
27,72000,MORTGAGE,9.0,PERSONAL,D,22000,17.58,0,0.31,Y,6
31,66000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,2400,9.91,1,0.04,N,5
28,41500,RENT,4.0,DEBTCONSOLIDATION,C,10000,,1,0.24,Y,6
34,72000,OWN,2.0,MEDICAL,A,13150,6.03,0,0.18,N,10
29,47800,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.21,N,5
34,72000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.14,Y,8
31,42000,RENT,4.0,EDUCATION,B,10000,11.71,1,0.24,N,5
